,alpha,log_alpha,train_auc,train_accuracy,val_auc,val_accuracy,test_auc,test_accuracy
49,0.05,-1.3010299956639813,0.7820502592740326,0.7093469910371318,0.7014657808710324,0.6785714285714286,0.6126405290505432,0.6060085836909871
50,0.051,-1.2924298239020635,0.7793179098524132,0.704225352112676,0.7006221659812296,0.6785714285714286,0.6118186112423241,0.6120171673819742
51,0.052,-1.2839966563652008,0.7771772370695387,0.7003841229193342,0.7005167141200043,0.6785714285714286,0.6108486852464179,0.607725321888412
52,0.053,-1.2757241303992108,0.7755418162478394,0.7016645326504481,0.7002003585363282,0.673469387755102,0.6100267674381987,0.6068669527896996
53,0.054,-1.2676062401770316,0.7740659486770376,0.6978233034571063,0.7004112622587789,0.673469387755102,0.6095386553298693,0.6060085836909871
54,0.055,-1.2596373105057561,0.7730155564419625,0.6965428937259923,0.7002003585363282,0.673469387755102,0.6089781136828846,0.607725321888412
55,0.056,-1.2518119729937995,0.7717457784869033,0.6978233034571063,0.6996730992302015,0.673469387755102,0.6083797827113839,0.6094420600858369
56,0.057,-1.2441251443275085,0.7707086823560697,0.6965428937259923,0.698302225034272,0.673469387755102,0.6076806802078413,0.6085836909871245
57,0.058,-1.2365720064370627,0.7692992953064751,0.6965428937259923,0.6984076768954972,0.673469387755102,0.6070193670288144,0.607725321888412
58,0.059,-1.2291479883578558,0.7678899082568806,0.6978233034571063,0.6976695138669198,0.673469387755102,0.6060903794678003,0.6128755364806867
59,0.06,-1.2218487496163564,0.7666932588751496,0.6991037131882202,0.696825898977117,0.6683673469387755,0.6049661470634546,0.6120171673819742
60,0.061,-1.214670164989233,0.7652173913043478,0.7003841229193342,0.6960877359485396,0.6632653061224489,0.6039836246260432,0.6137339055793991
61,0.062,-1.207608310501746,0.7636418029517351,0.6978233034571063,0.696509543393441,0.6632653061224489,0.602777515351913,0.6120171673819742
62,0.063,-1.2006594505464183,0.7618135886185348,0.6978233034571063,0.6964040915322156,0.6632653061224489,0.601955597543694,0.6145922746781116
63,0.064,-1.193820026016113,0.759872357399282,0.6927016645326505,0.6968258989771169,0.6632653061224489,0.6007809793733271,0.6085836909871245
64,0.065,-1.1870866433571443,0.7581638080042548,0.6939820742637645,0.6974586101444691,0.6581632653061225,0.600198393953708,0.6085836909871245
65,0.066,-1.1804560644581312,0.7561826884722775,0.6952624839948783,0.6977749657281451,0.6581632653061225,0.5995370807746812,0.6068669527896996
66,0.067,-1.1739251972991736,0.753995479324558,0.6965428937259923,0.6984076768954972,0.6581632653061225,0.5987120138560856,0.6060085836909871
67,0.068,-1.1674910872937636,0.7518681026459249,0.6927016645326505,0.6983022250342719,0.6530612244897959,0.5980601480081877,0.6094420600858369
68,0.069,-1.1611509092627446,0.7494016753091344,0.6862996158770807,0.6989349362016241,0.6530612244897959,0.596639899228468,0.6094420600858369
69,0.07,-1.154901959985743,0.7469751362850685,0.6862996158770807,0.6992512917853001,0.6479591836734694,0.5952889308770273,0.6111587982832618
70,0.071,-1.1487416512809248,0.743996808934982,0.6850192061459667,0.6987240324791734,0.6479591836734694,0.5937805070067705,0.6111587982832618
71,0.072,-1.1426675035687315,0.7408456322297565,0.6798975672215108,0.6986185806179479,0.6377551020408163,0.5923350653440402,0.6094420600858369
72,0.073,-1.136677139879544,0.7387714399680894,0.677336747759283,0.6994621955077508,0.6377551020408163,0.5912643678160919,0.6085836909871245
73,0.074,-1.1307682802690238,0.7364645658821966,0.678617157490397,0.6981967731730465,0.6428571428571429,0.5903070382616911,0.6103004291845494
74,0.075,-1.1249387366083,0.7339715463369233,0.678617157490397,0.6969313508383423,0.6428571428571429,0.589516611557235,0.6068669527896996
75,0.076,-1.1191864077192086,0.731724504720117,0.677336747759283,0.6969313508383422,0.6377551020408163,0.5885435364509527,0.6060085836909871
76,0.077,-1.1135092748275182,0.7293511501130169,0.674775928297055,0.6969313508383425,0.6377551020408163,0.5870288143599434,0.6042918454935622
77,0.078,-1.1079053973095196,0.7270309799228827,0.678617157490397,0.6971422545607932,0.6377551020408163,0.5862887734215085,0.6034334763948498
78,0.079,-1.1023729087095586,0.7252625980587688,0.678617157490397,0.6962986396709903,0.6377551020408163,0.5852212250039364,0.5991416309012876
79,0.08,-1.0969100130080565,0.7232017019013429,0.6798975672215108,0.695033217336286,0.6326530612244898,0.5839521335222799,0.5982832618025751
80,0.081,-1.0915149811213503,0.7211208615875548,0.677336747759283,0.6948223136138353,0.6275510204081632,0.5826232089434735,0.6
81,0.082,-1.0861861476162833,0.7186743784071268,0.6722151088348272,0.6944005061689339,0.6326530612244898,0.5813950558967091,0.6
82,0.083,-1.080921907623926,0.71660683419758,0.6709346991037132,0.6928187282505537,0.6377551020408163,0.5799874035584947,0.6
83,0.084,-1.0757207139381184,0.714406328945619,0.6658130601792573,0.6930296319730044,0.6377551020408163,0.5786679263108172,0.6017167381974249
84,0.085,-1.0705810742857071,0.712445153570004,0.6683738796414853,0.6916587577770749,0.6326530612244898,0.5771437568886789,0.6034334763948498
85,0.086,-1.0655015487564323,0.7103510171519745,0.6619718309859155,0.6904987873035959,0.6377551020408163,0.5758620689655172,0.6042918454935622
86,0.087,-1.0604807473813815,0.7078845898151842,0.6632522407170295,0.6899715279974692,0.6326530612244898,0.5746244685876241,0.6068669527896996
87,0.088,-1.0555173278498313,0.7058103975535167,0.6606914212548015,0.6893388168301171,0.6326530612244898,0.5733333333333334,0.6051502145922747
88,0.089,-1.0506099933550872,0.7036231884057972,0.6606914212548015,0.6880733944954128,0.6326530612244898,0.5724578806487167,0.6068669527896996
89,0.09,-1.0457574905606752,0.701741789655631,0.6606914212548015,0.6868079721607087,0.6326530612244898,0.5713367973547473,0.607725321888412
90,0.091,-1.0409586076789064,0.700684749368435,0.6619718309859155,0.6861752609933566,0.6275510204081632,0.5704078097937333,0.6060085836909871
91,0.092,-1.0362121726544447,0.7000265922084828,0.6619718309859155,0.686597068438258,0.6275510204081632,0.5702094158400253,0.607725321888412
92,0.093,-1.031517051446065,0.6995412844036697,0.6632522407170295,0.6863861647158074,0.6275510204081632,0.5700803023145962,0.6068669527896996
93,0.094,-1.0268721464003014,0.6991291051721845,0.6632522407170295,0.6859643572709059,0.6275510204081632,0.5700519603212093,0.607725321888412
94,0.095,-1.0222763947111522,0.6983645791783007,0.6632522407170295,0.6860698091321312,0.6224489795918368,0.5700047236655644,0.6103004291845494
95,0.096,-1.0177287669604316,0.6979656960510572,0.6568501920614597,0.6856480016872298,0.6224489795918368,0.5697937332703511,0.6094420600858369
96,0.097,-1.0132282657337552,0.6975335726632096,0.6555697823303457,0.6860698091321312,0.6326530612244898,0.5695669973232562,0.6111587982832618
97,0.098,-1.0087739243075051,0.6969950804414307,0.6542893725992317,0.6859643572709059,0.6275510204081632,0.5691387183120769,0.6103004291845494
98,0.099,-1.00436480540245,0.696376811594203,0.6555697823303457,0.6861752609933565,0.6224489795918368,0.5688899385923476,0.6085836909871245
99,0.1,-1.0,0.6955458050791119,0.6555697823303457,0.6851207423811031,0.6224489795918368,0.5685309400094474,0.6085836909871245
100,0.101,-0.9956786262173574,0.6948677037627975,0.6568501920614597,0.6846989349362018,0.6224489795918368,0.5681247047709023,0.6103004291845494
101,0.102,-0.9913998282380824,0.6937175907459114,0.6555697823303457,0.6844880312137509,0.6224489795918368,0.5676365926625728,0.6085836909871245
102,0.103,-0.9871627752948278,0.6927270309799228,0.6542893725992317,0.6846989349362017,0.6275510204081632,0.5674917335852621,0.6111587982832618
103,0.104,-0.9829666607012196,0.6917298231618136,0.649167733674776,0.6845934830749764,0.6224489795918368,0.566946937490159,0.6137339055793991
104,0.105,-0.9788107009300618,0.6905863581970483,0.6414852752880922,0.6844880312137509,0.6224489795918368,0.5663454574082821,0.6120171673819742
105,0.106,-0.9746941347352298,0.6894827815450073,0.6376440460947503,0.6840662237688495,0.6173469387755102,0.5661533616753267,0.6120171673819742
106,0.107,-0.9706162223147904,0.6887514958117271,0.6325224071702945,0.6832226088790467,0.6122448979591837,0.5661785545583373,0.6128755364806867
107,0.108,-0.9665762445130504,0.6878872490360324,0.6312419974391805,0.6835389644627228,0.6071428571428571,0.5665029129270981,0.6120171673819742
108,0.109,-0.9625735020593764,0.6872024996675975,0.6274007682458387,0.682378993989244,0.6020408163265306,0.5666351755629035,0.6128755364806867
109,0.11,-0.958607314841775,0.6863648451003856,0.6248399487836107,0.6809026679320891,0.5969387755102041,0.5664966147063455,0.6137339055793991
110,0.111,-0.9546770212133425,0.6856136152107433,0.617157490396927,0.6803754086259622,0.5867346938775511,0.566512360258227,0.6137339055793991
111,0.112,-0.9507819773298184,0.6847360723308071,0.618437900128041,0.6797426974586103,0.5867346938775511,0.5668146748543537,0.6145922746781116
112,0.113,-0.9469215565165803,0.6837854008775429,0.615877080665813,0.6778445639565539,0.5918367346938775,0.5668272712958589,0.6180257510729614
113,0.114,-0.9430951486635274,0.6826951203297433,0.6133162612035852,0.6764736897606244,0.5969387755102041,0.5671169894504802,0.6188841201716738
114,0.115,-0.9393021596463883,0.6811793644462172,0.6081946222791293,0.6762627860381736,0.5969387755102041,0.5674633915918753,0.6197424892703862
115,0.116,-0.9355420107730815,0.6808868501529052,0.6069142125480154,0.6756300748708215,0.5867346938775511,0.5671579278853724,0.6206008583690987
116,0.117,-0.9318141382538383,0.6804148384523335,0.6043533930857875,0.6747864599810187,0.5867346938775511,0.5669185954967721,0.6197424892703862
117,0.118,-0.9281179926938746,0.679962770908124,0.5992317541613317,0.6734155857850891,0.5867346938775511,0.5667768855298377,0.6188841201716738
118,0.119,-0.9244530386074692,0.6795904799893632,0.5941101152368758,0.672466519034061,0.5867346938775511,0.5665344040308613,0.6180257510729614
119,0.12,-0.9208187539523751,0.6789389708815317,0.58898847631242,0.6712010966993568,0.5714285714285714,0.5663391591875295,0.6163090128755365
120,0.121,-0.9172146296835499,0.6783339981385453,0.587708066581306,0.671306548560582,0.5714285714285714,0.565939222169737,0.6163090128755365
121,0.122,-0.9136401693252518,0.677609360457386,0.5838668373879642,0.6691975113360751,0.5663265306122449,0.5656652495669974,0.6180257510729614
122,0.123,-0.9100948885606021,0.6767717058901742,0.5813060179257362,0.6676157334176949,0.5663265306122449,0.5652086285624311,0.6180257510729614
123,0.124,-0.906578314837765,0.676851482515623,0.5813060179257362,0.6676157334176949,0.5663265306122449,0.5650228310502283,0.6206008583690987
124,0.125,-0.9030899869919435,0.6765057838053451,0.5774647887323944,0.6676157334176949,0.5663265306122449,0.5649189104078098,0.6214592274678111
125,0.126,-0.8996294548824371,0.6761999734077916,0.5761843790012804,0.6680375408625963,0.5663265306122449,0.5646386395843175,0.6240343347639485
126,0.127,-0.8961962790440431,0.6759473474272039,0.5736235595390525,0.6679320890013709,0.5663265306122449,0.564386710754212,0.6266094420600858
127,0.128,-0.8927900303521317,0.6758276824890307,0.5710627400768246,0.6678266371401456,0.5561224489795918,0.5641347819241065,0.6257510729613734
128,0.129,-0.889410289700751,0.675329078579976,0.5685019206145967,0.6672993778340188,0.5510204081632653,0.5638009762242167,0.6248927038626609
129,0.13,-0.8860566476931632,0.6749833798696983,0.5659411011523687,0.6672993778340187,0.5510204081632653,0.5633758463234136,0.6274678111587982
130,0.131,-0.8827287043442357,0.6744382395957984,0.5633802816901409,0.6663503110829907,0.5561224489795918,0.5630514879546529,0.6300429184549357
131,0.132,-0.8794260687941501,0.6738465629570536,0.5608194622279129,0.6666666666666666,0.5561224489795918,0.5633349078885215,0.6266094420600858
132,0.133,-0.8761483590329142,0.6737003058103976,0.559539052496799,0.6665612148054414,0.5561224489795918,0.564169422138246,0.6274678111587982
133,0.134,-0.8728952016351923,0.6738399149049329,0.559539052496799,0.6658230517768639,0.5561224489795918,0.5649252086285624,0.6257510729613734
134,0.135,-0.8696662315049939,0.6733014226831537,0.558258642765685,0.6656121480544132,0.5561224489795918,0.5660620374744134,0.6257510729613734
135,0.136,-0.8664610916297825,0.6725967291583566,0.558258642765685,0.6660339554993147,0.5561224489795918,0.5672461029759093,0.6257510729613734
136,0.137,-0.8632794328435932,0.6719585161547666,0.558258642765685,0.6652957924707371,0.5561224489795918,0.5683293969453629,0.6257510729613734
137,0.138,-0.8601209135987634,0.6709147719718123,0.558258642765685,0.6646630813033851,0.5561224489795918,0.5696394268619116,0.6266094420600858
138,0.139,-0.8569851997459049,0.6703962239063954,0.558258642765685,0.6656121480544132,0.5561224489795918,0.5709620532199653,0.6266094420600858
139,0.14,-0.8538719643217619,0.6689336524398352,0.558258642765685,0.6645576294421597,0.5561224489795918,0.5725680995118879,0.6266094420600858
140,0.141,-0.8507808873446201,0.6673048796702566,0.558258642765685,0.6638194664135824,0.5561224489795918,0.5745205479452055,0.6266094420600858
141,0.142,-0.8477116556169435,0.6653503523467624,0.558258642765685,0.6635031108299062,0.5561224489795918,0.5769296173830892,0.6266094420600858
142,0.143,-0.8446639625349381,0.6625116340912113,0.558258642765685,0.6618158810503005,0.5561224489795918,0.5794520547945206,0.6266094420600858
143,0.144,-0.8416375079047503,0.6625116340912113,0.558258642765685,0.6618158810503005,0.5561224489795918,0.5794520547945206,0.6266094420600858
144,0.145,-0.8386319977650251,0.6625116340912113,0.558258642765685,0.6618158810503005,0.5561224489795918,0.5794520547945206,0.6266094420600858
145,0.146,-0.835647144215563,0.6625116340912113,0.558258642765685,0.6618158810503005,0.5561224489795918,0.5794520547945206,0.6266094420600858
146,0.147,-0.8326826652518239,0.6625116340912113,0.558258642765685,0.6618158810503005,0.5561224489795918,0.5794520547945206,0.6266094420600858
147,0.148,-0.8297382846050426,0.6625116340912113,0.558258642765685,0.6618158810503005,0.5561224489795918,0.5794520547945206,0.6266094420600858
148,0.149,-0.826813731587726,0.6625116340912113,0.558258642765685,0.6618158810503005,0.5561224489795918,0.5794520547945206,0.6266094420600858
149,0.15,-0.8239087409443188,0.6625116340912113,0.558258642765685,0.6618158810503005,0.5561224489795918,0.5794520547945206,0.6266094420600858
150,0.151,-0.8210230527068306,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
151,0.152,-0.8181564120552275,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
152,0.153,-0.8153085691824012,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
153,0.154,-0.8124792791635369,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
154,0.155,-0.8096683018297085,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
155,0.156,-0.8068754016455384,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
156,0.157,-0.8041003475907662,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
157,0.158,-0.8013429130455774,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
158,0.159,-0.7986028756795485,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
159,0.16,-0.7958800173440752,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
160,0.161,-0.7931741239681502,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
161,0.162,-0.790484985457369,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
162,0.163,-0.7878123955960422,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
163,0.164,-0.7851561519523022,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
164,0.165,-0.7825160557860937,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
165,0.166,-0.7798919119599449,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
166,0.167,-0.7772835288524167,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
167,0.168,-0.7746907182741372,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
168,0.169,-0.7721132953863264,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
169,0.17,-0.769551078621726,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
170,0.171,-0.7670038896078462,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
171,0.172,-0.7644715530924511,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
172,0.173,-0.7619538968712045,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
173,0.174,-0.7594507517174003,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
174,0.175,-0.7569619513137055,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
175,0.176,-0.7544873321858502,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
176,0.177,-0.7520267336381934,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
177,0.178,-0.7495799976911061,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
178,0.179,-0.7471469690201068,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
179,0.18,-0.744727494896694,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
180,0.181,-0.7423214251308154,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
181,0.182,-0.7399286120149252,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
182,0.183,-0.7375489102695706,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
183,0.184,-0.7351821769904635,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
184,0.185,-0.7328282715969862,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
185,0.186,-0.7304870557820837,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
186,0.187,-0.7281583934635011,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
187,0.188,-0.7258421507363202,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
188,0.189,-0.7235381958267558,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
189,0.19,-0.721246399047171,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
190,0.191,-0.7189666327522725,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
191,0.192,-0.7166987712964504,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
192,0.193,-0.7144426909922262,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
193,0.194,-0.712198270069774,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
194,0.195,-0.7099653886374819,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
195,0.196,-0.707743928643524,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
196,0.197,-0.7055337738384071,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
197,0.198,-0.7033348097384688,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
198,0.199,-0.7011469235902933,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
199,0.2,-0.6989700043360187,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
200,0.201,-0.6968039425795111,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
201,0.202,-0.6946486305533762,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
202,0.203,-0.6925039620867871,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
203,0.204,-0.6903698325741012,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
204,0.205,-0.6882461389442457,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
205,0.206,-0.6861327796308465,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
206,0.207,-0.6840296545430822,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
207,0.208,-0.6819366650372384,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
208,0.209,-0.679853713888946,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
209,0.21,-0.6777807052660807,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
210,0.211,-0.6757175447023074,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
211,0.212,-0.6736641390712486,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
212,0.213,-0.6716203965612623,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
213,0.214,-0.6695862266508091,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
214,0.215,-0.6675615400843947,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
