,alpha,log_alpha,train_auc,train_accuracy,val_auc,val_accuracy,test_auc,test_accuracy
215,0.216,-0.6655462488490691,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
216,0.217,-0.6635402661514705,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
217,0.218,-0.6615435063953952,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
218,0.219,-0.6595558851598816,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
219,0.22,-0.6575773191777937,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
220,0.221,-0.6556077263148893,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
221,0.222,-0.6536470255493614,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
222,0.223,-0.6516951369518393,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
223,0.224,-0.6497519816658371,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
224,0.225,-0.6478174818886375,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
225,0.226,-0.645891560852599,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
226,0.227,-0.6439741428068773,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
227,0.228,-0.6420651529995461,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
228,0.229,-0.640164517660112,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
229,0.23,-0.638272163982407,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
230,0.231,-0.6363880201078557,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
231,0.232,-0.6345120151091003,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
232,0.233,-0.632644078973981,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
233,0.234,-0.6307841425898572,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
234,0.235,-0.6289321377282637,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
235,0.236,-0.6270879970298934,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
236,0.237,-0.6252516539898961,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
237,0.238,-0.623423042943488,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
238,0.239,-0.6216020990518623,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
239,0.24,-0.619788758288394,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
240,0.241,-0.6179829574251317,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
241,0.242,-0.6161846340195687,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
242,0.243,-0.6143937264016879,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
243,0.244,-0.6126101736612706,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
244,0.245,-0.6108339156354675,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
245,0.246,-0.6090648928966209,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
246,0.247,-0.6073030467403343,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
247,0.248,-0.6055483191737837,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
248,0.249,-0.6038006529042637,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
249,0.25,-0.6020599913279624,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
250,0.251,-0.6003262785189618,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
251,0.252,-0.5985994592184559,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
252,0.253,-0.5968794788241821,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
253,0.254,-0.595166283380062,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
254,0.255,-0.5934598195660449,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
255,0.256,-0.5917600346881504,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
256,0.257,-0.5900668766687055,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
257,0.258,-0.5883802940367698,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
258,0.259,-0.5867002359187482,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
259,0.26,-0.585026652029182,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
260,0.261,-0.583359492661719,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
261,0.262,-0.5816987086802545,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
262,0.263,-0.5800442515102421,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
263,0.264,-0.5783960731301689,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
264,0.265,-0.5767541260631921,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
265,0.266,-0.575118363368933,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
266,0.267,-0.5734887386354247,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
267,0.268,-0.5718652059712112,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
268,0.269,-0.5702477199975919,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
269,0.27,-0.5686362358410126,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
270,0.271,-0.5670307091255943,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
271,0.272,-0.5654310959658012,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
272,0.273,-0.563837352959244,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
273,0.274,-0.562249437179612,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
274,0.275,-0.5606673061697374,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
275,0.276,-0.5590909179347823,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
276,0.277,-0.5575202309355514,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
277,0.278,-0.5559552040819237,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
278,0.279,-0.5543957967264024,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
279,0.28,-0.5528419686577808,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
280,0.281,-0.5512936800949201,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
281,0.282,-0.5497508916806388,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
282,0.283,-0.5482135644757097,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
283,0.284,-0.5466816599529623,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
284,0.285,-0.5451551399914898,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
285,0.286,-0.543633966870957,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
286,0.287,-0.5421181032660076,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
287,0.288,-0.5406075122407691,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
288,0.289,-0.5391021572434521,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
289,0.29,-0.5376020021010439,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
290,0.291,-0.5361070110140927,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
291,0.292,-0.5346171485515817,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
292,0.293,-0.5331323796458906,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
293,0.294,-0.5316526695878427,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
294,0.295,-0.530177984021837,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
295,0.296,-0.5287082889410615,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
296,0.297,-0.5272435506827877,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
297,0.298,-0.5257837359237448,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
298,0.299,-0.5243288116755703,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
299,0.3,-0.5228787452803376,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
300,0.301,-0.5214335044061567,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
301,0.302,-0.5199930570428494,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
302,0.303,-0.518557371497695,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
303,0.304,-0.5171264163912462,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
304,0.305,-0.5157001606532142,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
305,0.306,-0.51427857351842,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
306,0.307,-0.5128616245228135,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
307,0.308,-0.5114492834995558,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
308,0.309,-0.5100415205751654,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
309,0.31,-0.5086383061657274,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
310,0.311,-0.5072396109731625,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
311,0.312,-0.5058454059815573,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
312,0.313,-0.5044556624535516,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
313,0.314,-0.5030703519267851,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
314,0.315,-0.5016894462103995,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
315,0.316,-0.5003129173815962,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
316,0.317,-0.4989407377822485,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
317,0.318,-0.4975728800155673,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
318,0.319,-0.4962093169428189,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
319,0.32,-0.494850021680094,0.5,0.558258642765685,0.5,0.5561224489795918,0.5,0.6266094420600858
