"SYMBOL" "ENTREZID"
"1863" "MTA3" "57504"
"1864" "HIVEP3" "59269"
"1865" "SEL1L3" "23231"
"1866" "PHC1" "1911"
"1867" "FGR" "2268"
"1868" "ZFP36L1" "677"
"1869" "UBL3" "5412"
"1870" "HACE1" "57531"
"1871" "KIF13B" "23303"
"1872" "BCL2" "596"
"1873" "ATP2A2" "488"
"1874" "THOC5" "8563"
"1875" "ATG2A" "23130"
"1876" "NARF" "26502"
"1877" "PPP1R35" "221908"
"1878" "SLC12A2" "6558"
"1879" "NEDD8" "4738"
"1880" "VEGFA" "7422"
"1881" "ZFYVE28" "57732"
"1882" "ACSS2" "55902"
"1883" "TIGAR" "57103"
"1884" "PIGL" "9487"
"1885" "VIM" "7431"
"1886" "ATP10A" "57194"
"1887" "TRAF1" "7185"
"1888" "CRTAP" "10491"
"1889" "ERMARD" "55780"
"1890" "TNFAIP6" "7130"
"1891" "TRIOBP" "11078"
"1892" "USP38" "84640"
"1893" "NEDD9" "4739"
"1895" "DNHD1" "144132"
"1896" "RBM6" "10180"
"1897" "PSTPIP1" "9051"
"1898" "PTPN12" "5782"
"1899" "HEATR1" "55127"
"1900" "SRP54" "6729"
"1901" "CARD6" "84674"
"1902" "UTP6" "55813"
"1903" "ZNF518B" "85460"
"1904" "LAPTM5" "7805"
"1905" "GOLPH3" "64083"
"1906" "TNFAIP2" "7127"
"1907" "MGST2" "4258"
"1908" "SNED1" "25992"
"1909" "CASC4" "113201"
"1910" "OPLAH" "26873"
"1911" "ATXN10" "25814"
"1912" "UNC13D" "201294"
"1913" "RNASE4" "6038"
"1914" "ZC3H12A" "80149"
"1915" "ALDH5A1" "7915"
"1916" "ZNF623" "9831"
"1917" "OGFOD2" "79676"
"1918" "CFL1" "1072"
"1920" "SEC13" "6396"
"1921" "IFI30" "10437"
"1922" "KCTD5" "54442"
"1923" "TTLL5" "23093"
"1924" "CPLANE1" "65250"
"1925" "RBM5" "10181"
"1926" "DUSP3" "1845"
"1927" "USP39" "10713"
"1928" "VHL" "7428"
"1929" "SMYD5" "10322"
"1930" "TBC1D32" "221322"
"1931" "BAP1" "8314"
"1932" "ATXN7" "6314"
"1933" "SYCP2" "10388"
"1934" "PPP1R12B" "4660"
"1935" "IGF2R" "3482"
"1936" "HRH2" "3274"
"1937" "GPSM3" "63940"
"1938" "SNX16" "64089"
"1939" "DDI2" "84301"
"1940" "FXR2" "9513"
"1941" "PAQR8" "85315"
"1942" "CAMKK2" "10645"
"1943" "ERO1A" "30001"
"1944" "GPR160" "26996"
"1945" "ITGB8" "3696"
"1946" "CITED4" "163732"
"1947" "MGAM" "8972"
"1948" "SYCP3" "50511"
"1949" "NBPF15" "284565"
"1950" "IL17RA" "23765"
"1951" "NPR2" "4882"
"1952" "TXNL4B" "54957"
"1953" "JKAMP" "51528"
"1954" "MFSD8" "256471"
"1955" "ZNF839" "55778"
"1956" "KPNB1" "3837"
"1957" "HMBOX1" "79618"
"1958" "IFITM1" "8519"
"1959" "CEP68" "23177"
"1960" "SMG6" "23293"
"1961" "OSBPL3" "26031"
"1962" "NRN1L" "123904"
"1963" "ZDHHC11B" "653082"
"1964" "HPS6" "79803"
"1965" "SFRP4" "6424"
"1966" "UBE2D3" "7323"
"1967" "SLC35A5" "55032"
"1968" "MIA2" "4253"
"1969" "GOSR2" "9570"
"1970" "ALMS1" "7840"
"1971" "TMEM164" "84187"
"1972" "DOCK5" "80005"
"1973" "GPR52" "9293"
"1974" "FCRL1" "115350"
"1975" "SF3B1" "23451"
"1976" "GINM1" "116254"
"1977" "PPT1" "5538"
"1978" "SLC7A6" "9057"
"1979" "EPM2A" "7957"
"1980" "FAR1" "84188"
"1981" "SYNGR2" "9144"
"1982" "FAM120C" "54954"
"1983" "SERP1" "27230"
"1984" "DNAJC5" "80331"
"1985" "XPO4" "64328"
"1986" "SMUG1" "23583"
"1987" "ZNF417" "147687"
"1988" "GSDMB" "55876"
"1990" "USP13" "8975"
"1991" "AKAP6" "9472"
"1992" "RNF135" "84282"
"1993" "YTHDC1" "91746"
"1994" "LACTB" "114294"
"1995" "MFAP1" "4236"
"1996" "ZNF26" "7574"
"1997" "TRAPPC3" "27095"
"1998" "GPN3" "51184"
"1999" "MAD2L1BP" "9587"
"2000" "MTR" "4548"
"2001" "LCP2" "3937"
"2002" "G6PD" "2539"
"2003" "TTC39B" "158219"
"2004" "LRRC8C" "84230"
"2005" "PARP6" "56965"
"2006" "ZNF621" "285268"
"2008" "MAP7" "9053"
"2009" "ENPP3" "5169"
"2010" "TRA2A" "29896"
"2011" "WBP1" "23559"
"2012" "TMEM185B" "79134"
"2013" "PTOV1" "53635"
"2014" "THAP1" "55145"
"2015" "ETS1" "2113"
"2016" "SLC25A11" "8402"
"2017" "TTC19" "54902"
"2018" "NFX1" "4799"
"2019" "LASP1" "3927"
"2020" "C9orf16" "79095"
"2021" "NBN" "4683"
"2022" "TET2" "54790"
"2023" "SCPEP1" "59342"
"2024" "CFD" "1675"
"2025" "TVP23B" "51030"
"2026" "TUBB4B" "10383"
"2027" "RASGRP4" "115727"
"2028" "NUDT16L1" "84309"
"2029" "DNM2" "1785"
"2030" "PGM2L1" "283209"
"2031" "TTC32" "130502"
"2032" "TRIM16" "10626"
"2034" "LRP10" "26020"
"2035" "ATF7IP2" "80063"
"2036" "EVC2" "132884"
"2037" "SLC25A42" "284439"
"2038" "BACH2" "60468"
"2039" "THAP5" "168451"
"2040" "POMP" "51371"
"2041" "GALNT1" "2589"
"2042" "STAMBP" "10617"
"2043" "NAV1" "89796"
"2044" "PLB1" "151056"
"2045" "SEC61B" "10952"
"2046" "PER3" "8863"
"2047" "BBS9" "27241"
"2048" "ZNF789" "285989"
"2049" "TP53INP2" "58476"
"2050" "ICAM1" "3383"
"2051" "SCMH1" "22955"
"2052" "FIBP" "9158"
"2053" "PCMT1" "5110"
"2054" "IRAK1BP1" "134728"
"2055" "TBC1D30" "23329"
"2056" "PLEKHF2" "79666"
"2057" "SPTLC2" "9517"
"2058" "ANKAR" "150709"
"2059" "ATP6AP1L" "92270"
"2060" "SMG8" "55181"
"2061" "CDV3" "55573"
"2062" "ERGIC2" "51290"
"2063" "KCNMB3" "27094"
"2064" "GBP2" "2634"
"2065" "ZNF687" "57592"
"2066" "GALT" "2592"
"2067" "FKBPL" "63943"
"2068" "SLC24A1" "9187"
"2069" "POLA1" "5422"
"2070" "SESN3" "143686"
"2071" "COPG1" "22820"
"2072" "TAF7" "6879"
"2073" "TRDMT1" "1787"
"2074" "NFKBID" "84807"
"2075" "RPUSD1" "113000"
"2076" "CDK2AP1" "8099"
"2077" "IFIT2" "3433"
"2078" "MTO1" "25821"
"2079" "BCL11A" "53335"
"2080" "TOR1A" "1861"
"2081" "FRY" "10129"
"2082" "AP1S1" "1174"
"2083" "STK40" "83931"
"2084" "PPME1" "51400"
"2085" "KCNJ15" "3772"
"2086" "ITSN2" "50618"
"2087" "PCSK7" "9159"
"2088" "UBFD1" "56061"
"2089" "SLC7A1" "6541"
"2090" "RASGRP1" "10125"
"2091" "BTBD9" "114781"
"2092" "SMARCD2" "6603"
"2093" "UBE2V1" "7335"
"2094" "SCYL3" "57147"
"2095" "VPS37C" "55048"
"2096" "ARHGAP27" "201176"
"2097" "HADHB" "3032"
"2099" "WWC3" "55841"
"2100" "CDK14" "5218"
"2101" "KBTBD11" "9920"
"2102" "CHURC1-FNTB" "100529261"
"2103" "HSD17B12" "51144"
"2104" "TNRC6C" "57690"
"2105" "NDST1" "3340"
"2106" "NUMB" "8650"
"2107" "CALM3" "808"
"2108" "ANKRD40" "91369"
"2109" "TAF3" "83860"
"2110" "CLEC4A" "50856"
"2111" "CNOT8" "9337"
"2112" "CYB5D2" "124936"
"2113" "CALCOCO1" "57658"
"2114" "C9orf72" "203228"
"2115" "PPIB" "5479"
"2116" "SEC14L1" "6397"
"2117" "EIF6" "3692"
"2118" "TCFL5" "10732"
"2119" "ERBIN" "55914"
"2120" "USP24" "23358"
"2121" "ADPGK" "83440"
"2122" "PPP1R7" "5510"
"2123" "XRCC4" "7518"
"2124" "AMER1" "139285"
"2125" "EBF1" "1879"
"2126" "C11orf80" "79703"
"2127" "CRACR2B" "283229"
"2128" "RBCK1" "10616"
"2129" "MAP3K7CL" "56911"
"2130" "PLPP1" "8611"
"2131" "GPR55" "9290"
"2132" "RNF111" "54778"
"2133" "KIF21A" "55605"
"2134" "PPTC7" "160760"
"2135" "MOB3B" "79817"
"2136" "C18orf32" "497661"
"2137" "SURF4" "6836"
"2138" "ARSG" "22901"
"2139" "FUNDC1" "139341"
"2140" "ZNF830" "91603"
"2141" "FMNL3" "91010"
"2142" "AADACL2" "344752"
"2143" "ARL10" "285598"
"2144" "TPRG1L" "127262"
"2145" "SPINT2" "10653"
"2146" "ARL8A" "127829"
"2147" "STK16" "8576"
"2148" "LIG4" "3981"
"2149" "MIER1" "57708"
"2150" "NPC1" "4864"
"2151" "CYBRD1" "79901"
"2152" "PSMD7" "5713"
"2153" "ZNF185" "7739"
"2154" "OPRL1" "4987"
"2155" "GMEB1" "10691"
"2156" "PTBP3" "9991"
"2157" "TUBA1C" "84790"
"2158" "MOB3A" "126308"
"2159" "MORC2" "22880"
"2160" "NEURL2" "140825"
"2161" "MAP3K4" "4216"
"2162" "WDFY1" "57590"
"2163" "MYH3" "4621"
"2164" "OTUB1" "55611"
"2165" "OSCAR" "126014"
"2166" "UPF3A" "65110"
"2167" "ELOVL1" "64834"
"2168" "PLA2G4A" "5321"
"2169" "TNNI2" "7136"
"2170" "CSTL1" "128817"
"2171" "HELB" "92797"
"2172" "IKZF3" "22806"
"2173" "RAB11FIP4" "84440"
"2174" "ANXA5" "308"
"2175" "PIK3R2" "5296"
"2176" "PSMD6" "9861"
"2177" "TM2D3" "80213"
"2178" "GABRB2" "2561"
"2179" "ST6GAL1" "6480"
"2180" "ITPR1" "3708"
"2181" "ZYG11B" "79699"
"2182" "UCK1" "83549"
"2183" "KDM5A" "5927"
"2184" "BCL2A1" "597"
"2185" "RNF168" "165918"
"2186" "ZNF148" "7707"
"2187" "RCAN3" "11123"
"2188" "PEF1" "553115"
"2189" "ZFAND6" "54469"
"2190" "MRPL42" "28977"
"2191" "ATF5" "22809"
"2192" "ZNF891" "101060200"
"2193" "PROX2" "283571"
"2195" "FAM122B" "159090"
"2196" "DUS4L" "11062"
"2197" "MYO9A" "4649"
"2198" "TNIK" "23043"
"2199" "GABBR1" "2550"
"2200" "PLEKHA5" "54477"
"2201" "PPP1R13B" "23368"
"2202" "RMI1" "80010"
"2203" "USP36" "57602"
"2204" "XIAP" "331"
"2205" "IGBP1" "3476"
"2206" "TRIM25" "7706"
"2207" "HECTD4" "283450"
"2208" "VPS35" "55737"
"2209" "CAMK2G" "818"
"2210" "HSPBAP1" "79663"
"2211" "C5orf30" "90355"
"2212" "MYO1D" "4642"
"2213" "XK" "7504"
"2214" "HS3ST1" "9957"
"2215" "EDF1" "8721"
"2216" "SEC22B" "9554"
"2217" "FMNL2" "114793"
"2218" "IER5L" "389792"
"2219" "ACTR10" "55860"
"2220" "SH2D3C" "10044"
"2221" "JMJD6" "23210"
"2222" "NDUFB10" "4716"
"2223" "C7orf31" "136895"
"2224" "CRTC3" "64784"
"2225" "HLA-DRB1" "3123"
"2226" "HEATR5B" "54497"
"2227" "CLK3" "1198"
"2228" "SIRT6" "51548"
"2229" "BANP" "54971"
"2230" "BMP3" "651"
"2231" "AHCYL2" "23382"
"2232" "ACRBP" "84519"
"2233" "MS4A3" "932"
"2234" "SUMO2" "6613"
"2235" "C2orf91" "400950"
"2236" "RBM28" "55131"
"2237" "AP3S1" "1176"
"2238" "IL3RA" "3563"
"2239" "SSR2" "6746"
"2240" "RXRA" "6256"
"2241" "KLKB1" "3818"
"2242" "POLE" "5426"
"2243" "ACAA1" "30"
"2244" "PTPN6" "5777"
"2245" "OSBPL10" "114884"
"2247" "HLA-B" "3106"
"2248" "GLRX" "2745"
"2249" "SERGEF" "26297"
"2250" "ADAM10" "102"
"2251" "PPP3CB" "5532"
"2252" "PNPLA1" "285848"
"2253" "SCAND1" "51282"
"2254" "TRAF5" "7188"
"2255" "LTBR" "4055"
"2256" "FBXW4" "6468"
"2257" "AKT3" "10000"
"2258" "CD302" "9936"
"2259" "CAPG" "822"
"2260" "PRR14" "78994"
"2261" "CDC5L" "988"
"2262" "EHD1" "10938"
"2263" "ENOSF1" "55556"
"2264" "SLC39A6" "25800"
"2265" "GRK5" "2869"
"2266" "CIPC" "85457"
"2267" "TPGS2" "25941"
"2268" "NOL10" "79954"
"2269" "BZW1" "9689"
"2270" "CUL3" "8452"
"2271" "COPB2" "9276"
"2272" "FTL" "2512"
"2273" "ITFG2" "55846"
"2274" "PLEKHO2" "80301"
"2275" "MCAT" "27349"
"2276" "GSTO1" "9446"
"2277" "ZNF845" "91664"
"2278" "JUN" "3725"
"2279" "NAA50" "80218"
"2280" "MRPL28" "10573"
"2281" "WBP4" "11193"
"2282" "PTGS2" "5743"
"2283" "ZBTB5" "9925"
"2284" "ESR1" "2099"
"2285" "SIPA1" "6494"
"2286" "KIDINS220" "57498"
"2287" "SEC11A" "23478"
"2288" "PWWP2A" "114825"
"2289" "MYO7B" "4648"
"2290" "MYLK" "4638"
"2291" "CCDC66" "285331"
"2292" "RABL2B" "11158"
"2293" "BLZF1" "8548"
"2294" "ZNF354A" "6940"
"2295" "ANGEL1" "23357"
"2296" "NDUFB4" "4710"
"2297" "COPS7B" "64708"
"2298" "CD58" "965"
"2299" "TMF1" "7110"
"2300" "STXBP4" "252983"
"2301" "CCNL1" "57018"
"2302" "ZBTB25" "7597"
"2303" "OXER1" "165140"
"2304" "KIAA1211L" "343990"
"2305" "LARP1" "23367"
"2306" "DYNC1LI2" "1783"
"2307" "SLC30A4" "7782"
"2308" "HTRA4" "203100"
"2309" "MCOLN3" "55283"
"2310" "VAV3" "10451"
"2311" "FLYWCH2" "114984"
"2312" "ELP2" "55250"
"2313" "C13orf46" "100507747"
"2314" "ZNF391" "346157"
"2315" "ZNF646" "9726"
"2316" "NCOA1" "8648"
"2317" "MCF2L2" "23101"
"2318" "ARHGAP35" "2909"
"2319" "NSUN5" "55695"
"2320" "ZRANB3" "84083"
"2321" "TMEM221" "100130519"
"2322" "NRBP2" "340371"
"2323" "QRICH2" "84074"
"2324" "P4HB" "5034"
"2325" "PASK" "23178"
"2326" "EMC6" "83460"
"2327" "C14orf178" "283579"
"2328" "GNB1" "2782"
"2329" "COLGALT1" "79709"
"2330" "SLC17A5" "26503"
"2331" "LMO7" "4008"
"2332" "SNAPC3" "6619"
"2333" "CLDN5" "7122"
"2334" "UBE2Q1" "55585"
"2335" "IRF2BP1" "26145"
"2336" "BRF2" "55290"
"2337" "TTC30A" "92104"
"2338" "ITK" "3702"
"2339" "TRMT44" "152992"
"2340" "GTF3C5" "9328"
"2341" "ASB7" "140460"
"2342" "MAN2A2" "4122"
"2343" "PRDM8" "56978"
"2344" "FLT3" "2322"
"2345" "ECHDC3" "79746"
"2346" "CCT5" "22948"
"2347" "LIN54" "132660"
"2348" "GSTA4" "2941"
"2349" "THSD7A" "221981"
"2350" "SAAL1" "113174"
"2351" "HYAL2" "8692"
"2352" "ST3GAL5" "8869"
"2353" "STRN4" "29888"
"2354" "ASCL2" "430"
"2355" "ANAPC1" "64682"
"2356" "ZNF24" "7572"
"2357" "ZKSCAN8" "7745"
"2358" "GPSM2" "29899"
"2359" "TRIM24" "8805"
"2360" "IMPA2" "3613"
"2361" "DHX40" "79665"
"2362" "SMAP2" "64744"
"2364" "COTL1" "23406"
"2365" "ATP5PD" "10476"
"2366" "SERPINB6" "5269"
"2367" "FAM149B1" "317662"
"2368" "PARD6A" "50855"
"2369" "CNTNAP1" "8506"
"2370" "ARHGEF7" "8874"
"2371" "ZNF599" "148103"
"2372" "NLRC4" "58484"
"2373" "RPL36AL" "6166"
"2374" "RABGEF1" "27342"
"2375" "ILF3" "3609"
"2376" "CTNND1" "1500"
"2377" "CLPP" "8192"
"2378" "RAB5C" "5878"
"2379" "RCN3" "57333"
"2380" "CCDC174" "51244"
"2381" "SELENOF" "9403"
"2382" "WHAMM" "123720"
"2383" "UCP3" "7352"
"2384" "WDFY3" "23001"
"2385" "JAZF1" "221895"
"2386" "APH1B" "83464"
"2387" "EVI2A" "2123"
"2388" "ZNF280C" "55609"
"2389" "GNS" "2799"
"2390" "MPV17L" "255027"
"2391" "TMED2" "10959"
"2392" "TSPYL2" "64061"
"2393" "ABCF2" "10061"
"2394" "GATA3" "2625"
"2395" "LXN" "56925"
"2396" "HERPUD2" "64224"
"2397" "VWA8" "23078"
"2398" "TBC1D10C" "374403"
"2399" "VANGL1" "81839"
"2400" "CAVIN2" "8436"
"2401" "SLC35G1" "159371"
"2402" "RXRB" "6257"
"2403" "SFMBT2" "57713"
"2404" "OAZ2" "4947"
"2405" "CERKL" "375298"
"2406" "TYMP" "1890"
"2407" "RAB40A" "142684"
"2408" "CSNK1G2" "1455"
"2409" "TSR3" "115939"
"2410" "RAD52" "5893"
"2411" "NEMP2" "100131211"
"2412" "COQ8A" "56997"
"2413" "ACTR1A" "10121"
"2414" "CCDC190" "339512"
"2415" "ATP11B" "23200"
"2416" "RBKS" "64080"
"2417" "SELENOT" "51714"
"2418" "TANGO6" "79613"
"2419" "ZNF333" "84449"
"2420" "HERPUD1" "9709"
"2421" "WSB1" "26118"
"2422" "JOSD1" "9929"
"2423" "GCLC" "2729"
"2424" "POU5F1B" "5462"
"2426" "C9orf131" "138724"
"2427" "TFPT" "29844"
"2428" "MAD2L2" "10459"
"2429" "URB2" "9816"
"2430" "NME1-NME2" "654364"
"2431" "MSTO1" "55154"
"2432" "DSTYK" "25778"
"2433" "CALD1" "800"
"2434" "WDR33" "55339"
"2435" "E2F5" "1875"
"2436" "CD86" "942"
"2437" "MFSD14B" "84641"
"2438" "CCDC136" "64753"
"2439" "ARHGEF5" "7984"
"2440" "CD3E" "916"
"2441" "DNAJC27" "51277"
"2442" "DOCK7" "85440"
"2443" "TESPA1" "9840"
"2444" "YWHAB" "7529"
"2445" "MSS51" "118490"
"2446" "NNT" "23530"
"2447" "TAS2R3" "50831"
"2448" "RNF20" "56254"
"2449" "CLK4" "57396"
"2450" "TIAM1" "7074"
"2451" "PKD1L1" "168507"
"2452" "CALHM6" "441168"
"2453" "TMEM208" "29100"
"2454" "POLR3E" "55718"
"2455" "VDR" "7421"
"2456" "GSN" "2934"
"2457" "GALNT10" "55568"
"2458" "LIG3" "3980"
"2459" "EVL" "51466"
"2460" "ARMT1" "79624"
"2461" "UGP2" "7360"
"2462" "ANKRD36B" "57730"
"2463" "NDRG3" "57446"
"2464" "PSTK" "118672"
"2465" "PARK7" "11315"
"2466" "CENPB" "1059"
"2467" "ZNF669" "79862"
"2468" "CEP104" "9731"
"2469" "NELFE" "7936"
"2470" "SEH1L" "81929"
"2471" "FCHO2" "115548"
"2472" "RPS19BP1" "91582"
"2473" "ZKSCAN5" "23660"
"2474" "NPIPB4" "440345"
"2475" "GPR89A" "653519"
"2476" "IBA57" "200205"
"2477" "FBXO32" "114907"
"2478" "ZBTB20" "26137"
"2479" "ADAM20" "8748"
"2480" "CTC1" "80169"
"2481" "LAMTOR5" "10542"
"2482" "LRRC37A2" "474170"
"2483" "NOD2" "64127"
"2484" "SCAF11" "9169"
"2485" "C15orf39" "56905"
"2486" "ITGA4" "3676"
"2487" "UXS1" "80146"
"2488" "ARHGAP45" "23526"
"2489" "ATG16L2" "89849"
"2490" "PDE12" "201626"
"2491" "NUFIP2" "57532"
"2492" "RHOT1" "55288"
"2493" "TRAPPC4" "51399"
"2494" "GOLGA2" "2801"
"2495" "HSD17B7" "51478"
"2496" "TEX22" "647310"
"2497" "ZBTB2" "57621"
"2498" "GSDMD" "79792"
"2499" "MIS18A" "54069"
"2500" "RAB4B" "53916"
"2501" "RTN4" "57142"
"2502" "RASA4B" "100271927"
"2503" "MDC1" "9656"
"2504" "SPTAN1" "6709"
"2505" "AMMECR1" "9949"
"2506" "EIF4A3" "9775"
"2507" "MRPS6" "64968"
"2508" "GABPB2" "126626"
"2509" "NUP160" "23279"
"2511" "UBE3C" "9690"
"2512" "SF3B6" "51639"
"2513" "UBALD2" "283991"
"2514" "BBS2" "583"
"2515" "AFF3" "3899"
"2516" "PHKG2" "5261"
"2517" "CARD19" "84270"
"2518" "ZNF784" "147808"
"2519" "P2RX5-TAX1BP3" "100533970"
"2520" "POLR2J" "5439"
"2521" "ZKSCAN3" "80317"
"2522" "ZNF746" "155061"
"2523" "CYHR1" "50626"
"2524" "CATSPERE" "257044"
"2525" "ERI1" "90459"
"2526" "DOCK10" "55619"
"2527" "SNX13" "23161"
"2528" "USP8" "9101"
"2529" "ALAS1" "211"
"2530" "DIABLO" "56616"
"2531" "TNFSF13" "8741"
"2532" "TTLL11" "158135"
"2533" "GBGT1" "26301"
"2534" "CDC25B" "994"
"2535" "UBL4A" "8266"
"2536" "NUP88" "4927"
"2537" "DHX16" "8449"
"2538" "RUNDC1" "146923"
"2539" "SRR" "63826"
"2540" "RAVER2" "55225"
"2541" "CENPO" "79172"
"2542" "NFYA" "4800"
"2543" "HDAC9" "9734"
"2544" "TIAL1" "7073"
"2545" "CCDC121" "79635"
"2546" "KNOP1" "400506"
"2547" "RAD18" "56852"
"2548" "QSOX2" "169714"
"2549" "NAT10" "55226"
"2550" "LIMD1" "8994"
"2551" "FAM43A" "131583"
"2552" "CSAD" "51380"
"2553" "ARID1B" "57492"
"2554" "PRKCD" "5580"
"2555" "PROSER1" "80209"
"2556" "MGRN1" "23295"
"2557" "UNC93B1" "81622"
"2558" "CLEC5A" "23601"
"2559" "KPNA1" "3836"
"2560" "TFIP11" "24144"
"2561" "TMEM258" "746"
"2562" "SAP18" "10284"
"2563" "OR5AU1" "390445"
"2564" "KLF16" "83855"
"2565" "ADGRA3" "166647"
"2566" "COA1" "55744"
"2567" "KIAA0319" "9856"
"2568" "PSMG4" "389362"
"2569" "GAB1" "2549"
"2570" "EAF1" "85403"
"2571" "HUWE1" "10075"
"2572" "GID4" "79018"
"2573" "TRIO" "7204"
"2574" "TMEM184C" "55751"
"2575" "BIK" "638"
"2576" "LRRC6" "23639"
"2577" "RALGDS" "5900"
"2578" "TMEM116" "89894"
"2579" "EIF2AK4" "440275"
"2580" "CYB5R1" "51706"
"2581" "REPS1" "85021"
"2582" "PGP" "283871"
"2583" "SGCB" "6443"
"2584" "NAGK" "55577"
"2585" "EMP3" "2014"
"2586" "BDH1" "622"
"2587" "AMOT" "154796"
"2588" "ME2" "4200"
"2589" "DERL2" "51009"
"2590" "CFAP44" "55779"
"2591" "PGAP1" "80055"
"2592" "PLIN4" "729359"
"2593" "SLC27A2" "11001"
"2594" "NECAP1" "25977"
"2595" "PHF12" "57649"
"2596" "OGA" "10724"
"2597" "KTI12" "112970"
"2598" "TRMT112" "51504"
"2599" "RBM22" "55696"
"2600" "CCDC153" "283152"
"2601" "PHLPP1" "23239"
"2602" "HEATR6" "63897"
"2603" "TRRAP" "8295"
"2604" "QTRT2" "79691"
"2605" "GHITM" "27069"
"2606" "SEC63" "11231"
"2607" "LRBA" "987"
"2608" "ZNF581" "51545"
"2609" "SLAMF1" "6504"
"2610" "KIF5B" "3799"
"2611" "AMDHD2" "51005"
"2612" "ATRN" "8455"
"2615" "SORBS3" "10174"
"2616" "SLC44A2" "57153"
"2617" "IL18" "3606"
"2618" "MFAP3" "4238"
"2619" "GZF1" "64412"
"2620" "KATNB1" "10300"
"2621" "FFAR3" "2865"
"2622" "DCAF1" "9730"
"2623" "DUS2" "54920"
"2624" "PHF21A" "51317"
"2625" "ZC3H7A" "29066"
"2627" "ZC3H12B" "340554"
"2628" "HMGCL" "3155"
"2629" "INPP5E" "56623"
"2630" "CLK1" "1195"
"2631" "LNX2" "222484"
"2632" "HEMK1" "51409"
"2633" "F11R" "50848"
"2634" "PCNT" "5116"
"2635" "DDX23" "9416"
"2636" "SPART" "23111"
"2637" "SNRPA1" "6627"
"2638" "RNF24" "11237"
"2639" "KIF3C" "3797"
"2640" "LRRC59" "55379"
"2641" "ARL3" "403"
"2642" "PEX26" "55670"
"2643" "FAM209B" "388799"
"2644" "LY6G6E" "79136"
"2645" "UQCRC1" "7384"
"2646" "UBE2G1" "7326"
"2647" "RHBDD1" "84236"
"2648" "ARHGAP10" "79658"
"2649" "MOB1A" "55233"
"2650" "UBE2L3" "7332"
"2651" "CTDP1" "9150"
"2652" "CAPNS2" "84290"
"2653" "MAPK13" "5603"
"2654" "NACC2" "138151"
"2655" "ANKH" "56172"
"2656" "QSOX1" "5768"
"2657" "MSR1" "4481"
"2658" "RBM10" "8241"
"2659" "HMGXB3" "22993"
"2660" "STARD9" "57519"
"2661" "SOX5" "6660"
"2662" "SULT1E1" "6783"
"2663" "VPS13D" "55187"
"2664" "ANKS3" "124401"
"2665" "DYNC1H1" "1778"
"2666" "THADA" "63892"
"2667" "TMED9" "54732"
"2668" "PLAT" "5327"
"2669" "VPS8" "23355"
"2670" "PCNX1" "22990"
"2671" "PHF13" "148479"
"2672" "EXOC1" "55763"
"2673" "GMIP" "51291"
"2674" "TMEM251" "26175"
"2675" "TNKS" "8658"
"2676" "ACTR3B" "57180"
"2677" "KLHL3" "26249"
"2678" "TPH2" "121278"
"2679" "FYCO1" "79443"
"2680" "FCN1" "2219"
"2682" "KDM6B" "23135"
"2683" "ALDH9A1" "223"
"2684" "IGFBP7" "3490"
"2685" "CRCP" "27297"
"2686" "RGL1" "23179"
"2687" "XPC" "7508"
"2688" "NAF1" "92345"
"2689" "ARHGEF10" "9639"
"2690" "ALPK1" "80216"
"2691" "SPDYA" "245711"
"2692" "ZBTB48" "3104"
"2693" "GPR89B" "51463"
"2694" "LARP4B" "23185"
"2695" "NDUFA2" "4695"
"2696" "HEATR5A" "25938"
"2697" "PYROXD2" "84795"
"2698" "ETV3" "2117"
"2699" "CCDC88C" "440193"
"2700" "ASF1B" "55723"
"2701" "GPATCH8" "23131"
"2702" "DLG1" "1739"
"2703" "ESYT2" "57488"
"2704" "UPF1" "5976"
"2705" "CACNA2D3" "55799"
"2706" "ZNF398" "57541"
"2707" "HLA-F" "3134"
"2708" "TCF25" "22980"
"2710" "ZNHIT1" "10467"
"2711" "C2CD2" "25966"
"2712" "GEMIN7" "79760"
"2713" "PXK" "54899"
"2714" "PSMC4" "5704"
"2715" "CCDC90B" "60492"
"2716" "ZNF394" "84124"
"2717" "PIK3C2B" "5287"
"2718" "SUGP2" "10147"
"2719" "STK35" "140901"
"2720" "BHLHB9" "80823"
"2721" "SSR1" "6745"
"2722" "MTCP1" "4515"
"2723" "FAM221A" "340277"
"2724" "IFT172" "26160"
"2725" "PHF3" "23469"
"2726" "KLC4" "89953"
"2727" "CHIT1" "1118"
"2728" "DTD1" "92675"
"2729" "ZNF611" "81856"
"2730" "TCTA" "6988"
"2732" "SNAPIN" "23557"
"2733" "SPACA6" "147650"
"2734" "ABHD13" "84945"
"2735" "JAK2" "3717"
"2736" "TMEM131" "23505"
"2737" "UBAP1L" "390595"
"2738" "NDUFAF5" "79133"
"2739" "CWC22" "57703"
"2740" "FYB1" "2533"
"2741" "RNF113A" "7737"
"2742" "HPGDS" "27306"
"2743" "EVPL" "2125"
"2744" "ZNF549" "256051"
"2745" "GALE" "2582"
"2746" "CYP26C1" "340665"
"2747" "BCL11B" "64919"
"2748" "ZNF397" "84307"
"2749" "ST3GAL3" "6487"
"2750" "MREG" "55686"
"2751" "PTCRA" "171558"
"2752" "CUTC" "51076"
"2753" "SCARF1" "8578"
"2754" "LEAP2" "116842"
"2755" "GNAT2" "2780"
"2756" "CMSS1" "84319"
"2757" "CEP97" "79598"
