"SYMBOL" "ENTREZID"
"956" "SLC11A1" "6556"
"957" "CASP9" "842"
"958" "CHST15" "51363"
"959" "INAFM2" "100505573"
"960" "NADK" "65220"
"961" "HSPA1A" "3303"
"962" "CCNJL" "79616"
"963" "NEK7" "140609"
"964" "BUD31" "8896"
"965" "FBXL3" "26224"
"966" "ITPRID2" "6744"
"967" "XKR6" "286046"
"968" "RIC8A" "60626"
"969" "RAB8B" "51762"
"970" "FES" "2242"
"971" "CCDC141" "285025"
"972" "CXCL1" "2919"
"973" "NDEL1" "81565"
"974" "FCHO1" "23149"
"975" "HECA" "51696"
"976" "ST20" "400410"
"977" "SNAI3" "333929"
"978" "IRS2" "8660"
"979" "SSU72" "29101"
"980" "SMS" "6611"
"981" "RNF181" "51255"
"982" "ZC3H8" "84524"
"983" "PTCD2" "79810"
"984" "PREX1" "57580"
"985" "POLR2C" "5432"
"986" "ISG20" "3669"
"987" "MAPK14" "1432"
"988" "CD84" "8832"
"989" "ABCC5" "10057"
"990" "PSME1" "5720"
"991" "PCNX2" "80003"
"992" "ING2" "3622"
"993" "LYPLA2" "11313"
"994" "BRMS1" "25855"
"995" "RICTOR" "253260"
"996" "CD2BP2" "10421"
"997" "CFAP58" "159686"
"998" "FHIT" "2272"
"999" "NECAB2" "54550"
"1000" "PICALM" "8301"
"1001" "NLRX1" "79671"
"1002" "EXOC6" "54536"
"1003" "CBX4" "8535"
"1004" "DNAJC14" "85406"
"1005" "CD59" "966"
"1006" "MAP4" "4134"
"1007" "INVS" "27130"
"1008" "ADHFE1" "137872"
"1009" "SNRNP35" "11066"
"1010" "MTMR10" "54893"
"1011" "SERPINB1" "1992"
"1012" "TLE3" "7090"
"1013" "HEXB" "3074"
"1014" "UBE3D" "90025"
"1015" "SOS2" "6655"
"1016" "MRRF" "92399"
"1017" "HCAR3" "8843"
"1018" "HIF1A" "3091"
"1019" "NIT2" "56954"
"1020" "RCBTB2" "1102"
"1021" "PRUNE1" "58497"
"1022" "DYNLT1" "6993"
"1023" "PSMC1" "5700"
"1024" "SAT1" "6303"
"1025" "PPM1M" "132160"
"1026" "PIP4P1" "90809"
"1027" "TRMT10B" "158234"
"1028" "OCLN" "100506658"
"1029" "NAB1" "4664"
"1030" "ADGRG3" "222487"
"1031" "HTR7" "3363"
"1032" "ZNF467" "168544"
"1033" "BAZ2B" "29994"
"1034" "SERTAD1" "29950"
"1035" "PDE4B" "5142"
"1036" "STK19" "8859"
"1037" "MSI2" "124540"
"1038" "DAPK3" "1613"
"1039" "NPL" "80896"
"1040" "TNFRSF10B" "8795"
"1041" "FANCD2OS" "115795"
"1042" "GAB2" "9846"
"1043" "MAPRE1" "22919"
"1044" "BNIP2" "663"
"1045" "SWI5" "375757"
"1046" "PCCA" "5095"
"1047" "PBXIP1" "57326"
"1048" "TIAF1" "9220"
"1049" "DENND5A" "23258"
"1050" "TBCE" "6905"
"1051" "DAAM1" "23002"
"1052" "MRPL44" "65080"
"1053" "JARID2" "3720"
"1054" "CDC16" "8881"
"1055" "CDK5R1" "8851"
"1056" "C19orf25" "148223"
"1057" "METRNL" "284207"
"1058" "GANC" "2595"
"1059" "ARHGAP9" "64333"
"1060" "TINF2" "26277"
"1061" "USP46" "64854"
"1062" "DGAT1" "8694"
"1063" "FCER1G" "2207"
"1064" "UBN1" "29855"
"1065" "SKAP1" "8631"
"1066" "SORL1" "6653"
"1067" "STAT6" "6778"
"1068" "ROCK1" "6093"
"1069" "AAK1" "22848"
"1070" "HDAC5" "10014"
"1071" "STXBP5" "134957"
"1072" "GLYAT" "10249"
"1073" "MED30" "90390"
"1074" "SMPDL3A" "10924"
"1075" "RPP25L" "138716"
"1076" "ADPRHL2" "54936"
"1077" "WDR59" "79726"
"1078" "GTF2B" "2959"
"1079" "LILRA5" "353514"
"1080" "BPIFA3" "128861"
"1081" "LMO4" "8543"
"1082" "PANK2" "80025"
"1083" "CMC2" "56942"
"1084" "IGSF9B" "22997"
"1085" "SFT2D2" "375035"
"1086" "AMPD2" "271"
"1087" "AGTRAP" "57085"
"1088" "MFSD14C" "84278"
"1089" "PAN2" "9924"
"1090" "FOLR3" "2352"
"1091" "GMCL1" "64395"
"1092" "EID3" "493861"
"1093" "NAA25" "80018"
"1094" "NSD2" "7468"
"1095" "POLB" "5423"
"1096" "YLPM1" "56252"
"1097" "HMGB2" "3148"
"1098" "SLC45A3" "85414"
"1099" "ATP6V0A1" "535"
"1100" "C3orf62" "375341"
"1101" "DAPK2" "23604"
"1102" "NSMAF" "8439"
"1103" "UIMC1" "51720"
"1104" "STX6" "10228"
"1106" "SPOP" "8405"
"1107" "SMYD3" "64754"
"1108" "FAM217B" "63939"
"1109" "STAT3" "6774"
"1110" "PPIAL4G" "644591"
"1111" "SURF1" "6834"
"1112" "FCRL3" "115352"
"1113" "AFF2" "2334"
"1114" "ZMPSTE24" "10269"
"1115" "OR6N1" "128372"
"1116" "MS4A2" "2206"
"1117" "ATF6" "22926"
"1118" "ZNF350" "59348"
"1119" "OTUD4" "54726"
"1120" "LPIN1" "23175"
"1121" "CPNE1" "8904"
"1122" "NCAPD3" "23310"
"1124" "PRKCB" "5579"
"1125" "SYT15" "83849"
"1126" "QKI" "9444"
"1127" "C5AR1" "728"
"1128" "ZNF775" "285971"
"1129" "TIGD7" "91151"
"1130" "STX12" "23673"
"1131" "SHOC2" "8036"
"1132" "ECE1" "1889"
"1133" "ILKAP" "80895"
"1134" "ZNF66" "7617"
"1135" "FAM131A" "131408"
"1136" "PGLYRP1" "8993"
"1137" "SUN1" "23353"
"1138" "ATXN7L1" "222255"
"1139" "STK39" "27347"
"1140" "ADRM1" "11047"
"1141" "NCOA2" "10499"
"1142" "GPR137B" "7107"
"1143" "LLPH" "84298"
"1144" "WDR1" "9948"
"1145" "COL18A1" "80781"
"1146" "COQ6" "51004"
"1147" "TIMP1" "7076"
"1148" "CSPP1" "79848"
"1149" "ARMC7" "79637"
"1150" "MCCC2" "64087"
"1151" "FBXO38" "81545"
"1152" "FGD4" "121512"
"1153" "AP4B1" "10717"
"1154" "KATNBL1" "79768"
"1155" "ZNF106" "64397"
"1156" "DAPP1" "27071"
"1157" "XRCC5" "7520"
"1158" "WDR83OS" "51398"
"1159" "GLTP" "51228"
"1160" "ARHGAP19" "84986"
"1161" "ZNF516" "9658"
"1162" "C16orf72" "29035"
"1163" "PAIP2" "51247"
"1164" "DNAL4" "10126"
"1165" "PIAS1" "8554"
"1166" "BCL6" "604"
"1167" "USP32" "84669"
"1168" "VIPAS39" "63894"
"1169" "UBE2R2" "54926"
"1170" "CXCR4" "7852"
"1171" "ACTN1" "87"
"1172" "ZNF524" "147807"
"1173" "RC3H1" "149041"
"1174" "MRGBP" "55257"
"1175" "MEGF9" "1955"
"1176" "EPB41L2" "2037"
"1177" "CASP1" "834"
"1178" "C6orf47" "57827"
"1179" "GLA" "2717"
"1180" "CHUK" "1147"
"1181" "HNRNPK" "3190"
"1182" "COMMD5" "28991"
"1183" "TACC3" "10460"
"1185" "PACRGL" "133015"
"1186" "CCNY" "219771"
"1187" "BCL3" "602"
"1188" "TMCO3" "55002"
"1189" "S100A6" "6277"
"1191" "DIP2B" "57609"
"1192" "MYL12B" "103910"
"1193" "SIGLEC5" "8778"
"1194" "DHX8" "1659"
"1195" "TANK" "10010"
"1196" "ANG" "283"
"1197" "MYCBP" "26292"
"1198" "SRPK2" "6733"
"1199" "RGS18" "64407"
"1200" "LPCAT2" "54947"
"1201" "TVP23C" "201158"
"1202" "TOR1AIP2" "163590"
"1203" "TMUB2" "79089"
"1204" "RTTN" "25914"
"1205" "ELF1" "1997"
"1206" "IK" "3550"
"1207" "EMC7" "56851"
"1208" "FXN" "2395"
"1209" "SLAMF6" "114836"
"1210" "PANX2" "56666"
"1211" "FBXL13" "222235"
"1212" "ADGRE5" "976"
"1213" "RELT" "84957"
"1214" "HTRA2" "27429"
"1215" "CAPZA2" "830"
"1216" "AIF1" "199"
"1217" "TPM4" "7171"
"1218" "ISG20L2" "81875"
"1219" "PPP3CA" "5530"
"1220" "SPAG1" "6674"
"1221" "TRIM8" "81603"
"1222" "TNFSF13B" "10673"
"1223" "DUSP1" "1843"
"1224" "ZBTB45" "84878"
"1225" "TMEM234" "56063"
"1226" "ACTR2" "10097"
"1227" "NUBPL" "80224"
"1228" "RDM1" "201299"
"1229" "RSRP1" "57035"
"1230" "TMEM209" "84928"
"1231" "PSD4" "23550"
"1232" "MFSD1" "64747"
"1233" "PITPNA" "5306"
"1235" "ELL" "8178"
"1236" "HTT" "3064"
"1237" "ARHGAP31" "57514"
"1238" "SEPHS2" "22928"
"1239" "ARF4" "378"
"1240" "ACSF3" "197322"
"1241" "ARID3A" "1820"
"1242" "TENT4A" "11044"
"1243" "TMEM216" "51259"
"1244" "OSBPL1A" "114876"
"1245" "KANSL3" "55683"
"1246" "RAD54L2" "23132"
"1247" "SLC12A6" "9990"
"1248" "PPIP5K1" "9677"
"1250" "CRISPLD2" "83716"
"1251" "ADM" "133"
"1252" "RAB8A" "4218"
"1253" "CCR2" "729230"
"1255" "SDHAF2" "54949"
"1256" "YWHAZ" "7534"
"1257" "NLRP3" "114548"
"1258" "CD82" "3732"
"1259" "SH2B2" "10603"
"1260" "WLS" "79971"
"1261" "RASSF3" "283349"
"1262" "BEX3" "27018"
"1263" "LRRC28" "123355"
"1264" "DGKH" "160851"
"1266" "SPHK1" "8877"
"1267" "CTSD" "1509"
"1268" "ARFIP1" "27236"
"1269" "KDM4C" "23081"
"1270" "NDE1" "54820"
"1271" "FAM53C" "51307"
"1272" "ITPKC" "80271"
"1273" "LRRK2" "120892"
"1274" "ING4" "51147"
"1275" "SRSF9" "8683"
"1276" "DISP1" "84976"
"1277" "NFIA" "4774"
"1278" "HMOX2" "3163"
"1279" "MTHFD1L" "25902"
"1280" "CDK19" "23097"
"1281" "ATP6V1C1" "528"
"1282" "PPP2CA" "5515"
"1283" "METAP1D" "254042"
"1284" "OSBPL9" "114883"
"1285" "PPP1R10" "5514"
"1286" "SLC15A2" "6565"
"1287" "MIDN" "90007"
"1288" "SEMA4B" "10509"
"1289" "OS9" "10956"
"1290" "PHF20L1" "51105"
"1291" "FBXL17" "64839"
"1292" "HDC" "3067"
"1293" "RYBP" "23429"
"1294" "KLHDC8B" "200942"
"1295" "F2RL1" "2150"
"1296" "WTAP" "9589"
"1297" "ARID5B" "84159"
"1298" "ANK3" "288"
"1299" "POC1B" "282809"
"1300" "STARD3NL" "83930"
"1301" "FOSL2" "2355"
"1302" "CUEDC1" "404093"
"1303" "KCTD20" "222658"
"1304" "PPP1CA" "5499"
"1305" "BECN1" "8678"
"1306" "PHC2" "1912"
"1307" "NFE2L2" "4780"
"1308" "GOLGB1" "2804"
"1309" "ZBTB7B" "51043"
"1310" "PAF1" "54623"
"1311" "CDC42EP2" "10435"
"1312" "DEF6" "50619"
"1313" "SFXN2" "118980"
"1314" "TXN" "7295"
"1315" "SRF" "6722"
"1316" "PRDX3" "10935"
"1317" "BRAP" "8315"
"1318" "MSL2" "55167"
"1320" "UBLCP1" "134510"
"1321" "PCED1B" "91523"
"1322" "BUD13" "84811"
"1323" "TTC1" "7265"
"1324" "ZNF222" "7673"
"1325" "MTMR14" "64419"
"1326" "ZC3H11A" "9877"
"1327" "VAPA" "9218"
"1328" "TTL" "150465"
"1329" "ABI1" "10006"
"1330" "GNG10" "2790"
"1331" "NOL12" "79159"
"1332" "GNRH1" "2796"
"1333" "ERC1" "23085"
"1334" "CHI3L1" "1116"
"1335" "PGAM1" "5223"
"1336" "TCIRG1" "10312"
"1337" "BLMH" "642"
"1338" "RNF185" "91445"
"1339" "BMT2" "154743"
"1340" "RAB21" "23011"
"1341" "LYN" "4067"
"1342" "KCTD11" "147040"
"1343" "HMGN2" "3151"
"1344" "RRP1B" "23076"
"1345" "ESS2" "8220"
"1346" "PTGER4" "5734"
"1347" "LATS1" "9113"
"1348" "B3GNT5" "84002"
"1349" "SLC16A6" "9120"
"1350" "MBTPS2" "51360"
"1351" "PAK1" "5058"
"1352" "TGM3" "7053"
"1353" "ZBTB47" "92999"
"1354" "CALM2" "805"
"1355" "IRF2" "3660"
"1356" "RAD23B" "5887"
"1357" "BAD" "572"
"1358" "NPIPB5" "100132247"
"1359" "ST3GAL2" "6483"
"1360" "MAP1LC3A" "84557"
"1361" "KAT6B" "23522"
"1362" "FNBP4" "23360"
"1363" "ANPEP" "290"
"1364" "UNK" "85451"
"1365" "TUBB6" "84617"
"1366" "RUFY1" "80230"
"1367" "FRMD8" "83786"
"1368" "MAEA" "10296"
"1369" "ACTR3C" "653857"
"1370" "RARA" "5914"
"1371" "PSMB4" "5692"
"1372" "TAF10" "6881"
"1373" "IER2" "9592"
"1374" "FGL2" "10875"
"1375" "MYADM" "91663"
"1376" "TMEM30A" "55754"
"1377" "B4GALT5" "9334"
"1378" "TRIQK" "286144"
"1379" "RNF103" "7844"
"1380" "RAC2" "5880"
"1381" "LMBRD1" "55788"
"1382" "LIMK2" "3985"
"1383" "SYAP1" "94056"
"1384" "TTC36" "143941"
"1385" "IP6K1" "9807"
"1386" "TET1" "80312"
"1387" "MED8" "112950"
"1388" "MMADHC" "27249"
"1389" "NAPEPLD" "222236"
"1390" "ZNF831" "128611"
"1391" "EEPD1" "80820"
"1392" "GNAQ" "2776"
"1393" "HLA-C" "3107"
"1394" "TRIM34" "53840"
"1395" "SEC23IP" "11196"
"1396" "SLC9B2" "133308"
"1397" "CDK7" "1022"
"1398" "ETF1" "2107"
"1399" "POR" "5447"
"1400" "AGAP5" "729092"
"1401" "QSER1" "79832"
"1402" "DUSP23" "54935"
"1403" "SKAP2" "8935"
"1404" "NOL9" "79707"
"1405" "HHAT" "55733"
"1406" "NSUN7" "79730"
"1407" "SLK" "9748"
"1408" "CD55" "1604"
"1409" "CNBP" "7555"
"1410" "BICDL1" "92558"
"1411" "HUS1" "3364"
"1412" "SPINT1" "6692"
"1413" "RBBP5" "5929"
"1414" "SRPK1" "6732"
"1415" "CUEDC2" "79004"
"1416" "GALNT4" "8693"
"1417" "PARP8" "79668"
"1418" "GLYR1" "84656"
"1419" "SIGLEC7" "27036"
"1420" "SECTM1" "6398"
"1421" "CASK" "8573"
"1422" "MYO19" "80179"
"1423" "SDE2" "163859"
"1424" "ZBTB40" "9923"
"1425" "CDK6" "1021"
"1426" "NFATC2" "4773"
"1427" "SHKBP1" "92799"
"1428" "CD300LF" "146722"
"1429" "ARID5A" "10865"
"1430" "GOSR1" "9527"
"1431" "ANO9" "338440"
"1432" "TMBIM1" "64114"
"1434" "AFTPH" "54812"
"1435" "ARF5" "381"
"1436" "CHMP2B" "25978"
"1437" "IL13RA1" "3597"
"1438" "MTAP" "4507"
"1439" "SLCO4C1" "353189"
"1440" "TMEM184B" "25829"
"1441" "RTN2" "6253"
"1442" "MAP3K8" "1326"
"1443" "PRDM15" "63977"
"1444" "UQCC1" "55245"
"1445" "GLRX3" "10539"
"1446" "PMAIP1" "5366"
"1447" "GNB4" "59345"
"1448" "ATP6AP1" "537"
"1449" "PLCG2" "5336"
"1450" "TFE3" "7030"
"1451" "C15orf41" "84529"
"1452" "PRKCZ" "5590"
"1453" "PADI4" "23569"
"1454" "COX5B" "1329"
"1456" "PURB" "5814"
"1457" "CLCC1" "23155"
"1458" "TBX4" "9496"
"1460" "PITRM1" "10531"
"1461" "CATSPER2" "117155"
"1462" "ENKD1" "84080"
"1463" "NUDT18" "79873"
"1464" "TRAFD1" "10906"
"1465" "SNX6" "58533"
"1466" "SLC39A7" "7922"
"1467" "CXorf21" "80231"
"1468" "PIPOX" "51268"
"1469" "RRP12" "23223"
"1470" "CHRNA10" "57053"
"1471" "UPF2" "26019"
"1472" "ZDHHC12" "84885"
"1473" "SETX" "23064"
"1474" "HSPA1L" "3305"
"1475" "RAB30" "27314"
"1476" "PGM1" "5236"
"1477" "RAB3D" "9545"
"1478" "LILRA1" "11024"
"1479" "SERPINA1" "5265"
"1480" "ST6GALNAC3" "256435"
"1481" "LRPAP1" "4043"
"1482" "TSHZ2" "128553"
"1483" "UBE2O" "63893"
"1484" "TAS2R4" "50832"
"1485" "TSHZ1" "10194"
"1486" "FUZ" "80199"
"1487" "PDE8A" "5151"
"1488" "OSBPL8" "114882"
"1489" "DNAJC11" "55735"
"1490" "C1RL" "51279"
"1491" "STK26" "51765"
"1492" "TYW1" "55253"
"1493" "ZDHHC5" "25921"
"1494" "NEU3" "10825"
"1495" "RPGR" "6103"
"1496" "DACT1" "51339"
"1497" "ITCH" "83737"
"1498" "SMG1" "23049"
"1499" "IL18R1" "8809"
"1500" "CNNM2" "54805"
"1501" "CCSAP" "126731"
"1502" "KAT6A" "7994"
"1503" "FTO" "79068"
"1504" "INO80" "54617"
"1505" "MED31" "51003"
"1506" "TPM3" "7170"
"1507" "ITPK1" "3705"
"1508" "NPIPB11" "728888"
"1509" "MBOAT1" "154141"
"1510" "HSF5" "124535"
"1511" "TGFA" "7039"
"1512" "C14orf93" "60686"
"1513" "ANAPC11" "51529"
"1514" "MSANTD2" "79684"
"1515" "ANXA3" "306"
"1516" "ERI3" "79033"
"1517" "LDLRAD4" "753"
"1518" "QDPR" "5860"
"1519" "TG" "7038"
"1520" "TSC22D3" "1831"
"1521" "MBP" "4155"
"1523" "AKAP17A" "8227"
"1524" "MAX" "4149"
"1525" "STS" "412"
"1526" "CBX8" "57332"
"1527" "FCER1A" "2205"
"1528" "TCN1" "6947"
"1529" "PDE3B" "5140"
"1530" "FAAP24" "91442"
"1531" "ZBTB37" "84614"
"1532" "ZCCHC14" "23174"
"1533" "SMARCD3" "6604"
"1534" "SNAP29" "9342"
"1535" "DAD1" "1603"
"1536" "TMEM205" "374882"
"1537" "CEP95" "90799"
"1538" "PCYT1A" "5130"
"1539" "DNAJA1" "3301"
"1540" "CDC42EP3" "10602"
"1541" "CCNA1" "8900"
"1542" "GTF3C4" "9329"
"1543" "SYK" "6850"
"1544" "GSR" "2936"
"1545" "TSNAX" "7257"
"1546" "MYBPC3" "4607"
"1547" "RELL1" "768211"
"1548" "DCTN3" "11258"
"1549" "TXNIP" "10628"
"1550" "AP3M2" "10947"
"1551" "CTDSP1" "58190"
"1552" "TEX12" "56158"
"1553" "ATIC" "471"
"1554" "STK17B" "9262"
"1555" "HIPK3" "10114"
"1556" "TRANK1" "9881"
"1557" "TOX4" "9878"
"1558" "NUDT22" "84304"
"1559" "UST" "10090"
"1560" "TGFBR1" "7046"
"1561" "CDS2" "8760"
"1562" "TNIP2" "79155"
"1563" "NUP188" "23511"
"1564" "HGF" "3082"
"1565" "KAT5" "10524"
"1566" "C11orf65" "160140"
"1567" "PGRMC1" "10857"
"1568" "TK2" "7084"
"1569" "SUMO1" "7341"
"1570" "PGD" "5226"
"1571" "PECAM1" "5175"
"1572" "TUBGCP5" "114791"
"1573" "HUS1B" "135458"
"1574" "POLD4" "57804"
"1575" "BAX" "581"
"1576" "RUBCNL" "80183"
"1577" "DOCK9" "23348"
"1578" "SLC38A6" "145389"
"1579" "PGS1" "9489"
"1580" "MTSS1" "9788"
"1581" "ARHGAP15" "55843"
"1582" "DET1" "55070"
"1583" "TSG101" "7251"
"1584" "STARD3" "10948"
"1585" "CKAP4" "10970"
"1586" "RAB5A" "5868"
"1587" "FCAR" "2204"
"1588" "ZNF827" "152485"
"1589" "TMSB15B" "286527"
"1590" "RAD51B" "5890"
"1591" "SLC31A2" "1318"
"1592" "CREB3" "10488"
"1593" "MAP3K11" "4296"
"1594" "TCTEX1D4" "343521"
"1595" "CAPZA1" "829"
"1596" "KLF8" "11279"
"1597" "PFN1" "5216"
"1598" "PPP2R5A" "5525"
"1599" "MAML3" "55534"
"1600" "PILRA" "29992"
"1601" "SP1" "6667"
"1602" "HAVCR2" "84868"
"1603" "NBPF12" "149013"
"1604" "ZSCAN32" "54925"
"1605" "NFAM1" "150372"
"1606" "NUAK2" "81788"
"1607" "MEPCE" "56257"
"1608" "CHST7" "56548"
"1609" "EXOC6B" "23233"
"1610" "PPM1B" "5495"
"1611" "RAB18" "22931"
"1612" "RNASEK" "440400"
"1613" "SCAI" "286205"
"1614" "ZNF622" "90441"
"1615" "ZNF564" "163050"
"1616" "OR2H2" "7932"
"1617" "EIF4EBP1" "1978"
"1618" "PEX14" "5195"
"1619" "TCTN3" "26123"
"1620" "RNF144A" "9781"
"1621" "SWSAP1" "126074"
"1622" "PIM3" "415116"
"1623" "PDSS2" "57107"
"1624" "TRIM69" "140691"
"1625" "SLC49A3" "84179"
"1626" "VPS25" "84313"
"1628" "GDI1" "2664"
"1629" "PLIN5" "440503"
"1630" "DDHD1" "80821"
"1631" "AGTPBP1" "23287"
"1632" "APLP2" "334"
"1633" "RLF" "6018"
"1634" "TNFRSF14" "8764"
"1635" "TIPARP" "25976"
"1636" "ZNF672" "79894"
"1638" "RNF144B" "255488"
"1639" "LSS" "4047"
"1640" "SELENOI" "85465"
"1641" "TBCD" "6904"
"1642" "LAMTOR2" "28956"
"1643" "STYXL1" "51657"
"1644" "ZNF529" "57711"
"1645" "DGCR2" "9993"
"1646" "SEMA3C" "10512"
"1647" "RNF34" "80196"
"1648" "TUSC2" "11334"
"1649" "MTUS1" "57509"
"1650" "B3GNT2" "10678"
"1651" "KIF16B" "55614"
"1652" "JADE1" "79960"
"1653" "ZMAT5" "55954"
"1654" "CCDC126" "90693"
"1655" "PPP1R12A" "4659"
"1656" "ORMDL2" "29095"
"1657" "ZNF440" "126070"
"1658" "ZNF318" "24149"
"1659" "AVL9" "23080"
"1660" "SLMAP" "7871"
"1661" "C11orf98" "102288414"
"1662" "TTC39C" "125488"
"1663" "HLA-A" "3105"
"1664" "BICD1" "636"
"1665" "NT5C3A" "51251"
"1666" "TUBGCP4" "27229"
"1667" "GRN" "2896"
"1668" "UBE2W" "55284"
"1669" "BMP6" "654"
"1670" "CDRT4" "284040"
"1671" "B2M" "567"
"1672" "MCU" "90550"
"1673" "AVIL" "10677"
"1674" "MED13L" "23389"
"1675" "SERINC3" "10955"
"1676" "NUDT16" "131870"
"1677" "CLTA" "1211"
"1678" "SOAT1" "6646"
"1679" "TTI2" "80185"
"1680" "ASCC1" "51008"
"1681" "IER3" "8870"
"1682" "KLHL12" "59349"
"1683" "CARD16" "114769"
"1684" "BCKDK" "10295"
"1685" "USP19" "10869"
"1686" "DGKA" "1606"
"1687" "HNRNPA3" "220988"
"1688" "AGAP6" "414189"
"1689" "SPRTN" "83932"
"1690" "CXCL6" "6372"
"1691" "COX8A" "1351"
"1692" "TBK1" "29110"
"1693" "TRAF3" "7187"
"1694" "FLOT2" "2319"
"1696" "ZNF292" "23036"
"1697" "NOM1" "64434"
"1698" "TMEM70" "54968"
"1699" "TSPAN2" "10100"
"1700" "PROC" "5624"
"1701" "UBE2J2" "118424"
"1702" "PSG6" "5675"
"1703" "NRDC" "4898"
"1704" "FMO4" "2329"
"1705" "PRDM5" "11107"
"1706" "DNAJC25-GNG10" "552891"
"1707" "PKN2" "5586"
"1708" "CMTM3" "123920"
"1709" "SCO1" "6341"
"1710" "PHF20" "51230"
"1711" "ASL" "435"
"1712" "NBPF11" "200030"
"1713" "CARS2" "79587"
"1714" "HNRNPDL" "9987"
"1715" "CATSPER1" "117144"
"1716" "STX4" "6810"
"1717" "DHX33" "56919"
"1718" "SMIM12" "113444"
"1719" "TMEM127" "55654"
"1720" "BAK1" "578"
"1721" "TDRKH" "11022"
"1722" "TMEM219" "124446"
"1723" "ZHX3" "23051"
"1724" "RNASEH2B" "79621"
"1725" "COG2" "22796"
"1726" "MBD2" "8932"
"1727" "CADM4" "199731"
"1728" "SNIP1" "79753"
"1729" "POLA2" "23649"
"1730" "TMEM181" "57583"
"1732" "MAGEE1" "57692"
"1733" "CREB1" "1385"
"1734" "RAD21" "5885"
"1735" "ADD2" "119"
"1736" "PIK3CD" "5293"
"1737" "MED25" "81857"
"1738" "STAM2" "10254"
"1739" "RPRD2" "23248"
"1740" "AOAH" "313"
"1741" "ZSCAN5A" "79149"
"1742" "ZMYM4" "9202"
"1743" "SLC38A2" "54407"
"1744" "UTP20" "27340"
"1745" "WAS" "7454"
"1746" "SLC37A3" "84255"
"1747" "LRRC69" "100130742"
"1748" "LY96" "23643"
"1749" "PARVG" "64098"
"1750" "ASXL1" "171023"
"1751" "LAMTOR3" "8649"
"1752" "SAR1A" "56681"
"1753" "FEM1C" "56929"
"1754" "CAMSAP1" "157922"
"1755" "RECK" "8434"
"1756" "STARD10" "10809"
"1757" "ZXDB" "158586"
"1758" "BTBD10" "84280"
"1759" "JAK1" "3716"
"1760" "HELLS" "3070"
"1761" "RAB36" "9609"
"1762" "RFTN1" "23180"
"1763" "MTFMT" "123263"
"1764" "BCAS4" "55653"
"1765" "LAMP1" "3916"
"1766" "GBA" "2629"
"1767" "GRAMD1C" "54762"
"1768" "RER1" "11079"
"1769" "METTL16" "79066"
"1770" "GNPTG" "84572"
"1771" "CA8" "767"
"1772" "CYBC1" "79415"
"1773" "SPTLC1" "10558"
"1774" "MAPKAPK2" "9261"
"1775" "HOMER3" "9454"
"1776" "PIGB" "9488"
"1777" "MED22" "6837"
"1778" "LOXL2" "4017"
"1779" "LAPTM4A" "9741"
"1780" "RBMS1" "5937"
"1781" "RAB10" "10890"
"1782" "MAP2K5" "5607"
"1783" "NKD1" "85407"
"1784" "EMC1" "23065"
"1785" "LILRB3" "11025"
"1787" "STX11" "8676"
"1788" "S100B" "6285"
"1789" "ACSL3" "2181"
"1790" "GPI" "2821"
"1791" "SHISA5" "51246"
"1792" "MTFR1" "9650"
"1793" "MKNK2" "2872"
"1794" "NSFL1C" "55968"
"1795" "ADAMTS16" "170690"
"1796" "SAMD9" "54809"
"1797" "PPP4R2" "151987"
"1798" "ADAM9" "8754"
"1799" "APBB1IP" "54518"
"1800" "UBXN1" "51035"
"1801" "GRK6" "2870"
"1802" "ATP6V1D" "51382"
"1803" "ZBTB17" "7709"
"1804" "POLR3A" "11128"
"1805" "PEAK3" "374872"
"1806" "ECHDC2" "55268"
"1807" "STAT5A" "6776"
"1808" "CCDC47" "57003"
"1809" "PRKAG1" "5571"
"1810" "KATNAL1" "84056"
"1811" "INAFM1" "255783"
"1812" "RAB40C" "57799"
"1813" "SNW1" "22938"
"1814" "MGAT1" "4245"
"1815" "PCF11" "51585"
"1816" "PHTF1" "10745"
"1817" "ATF4" "468"
"1818" "VPS35L" "57020"
"1819" "CTSZ" "1522"
"1820" "DPF2" "5977"
"1821" "HSBP1" "3281"
"1822" "TOP3A" "7156"
"1823" "LMTK2" "22853"
"1824" "TAP1" "6890"
"1825" "EIF1AD" "84285"
"1826" "GATA2" "2624"
"1827" "SEMA4F" "10505"
"1828" "ABHD2" "11057"
"1830" "ING3" "54556"
"1831" "WDR47" "22911"
"1832" "CREB5" "9586"
"1833" "LARGE1" "9215"
"1834" "TSSK6" "83983"
"1835" "ATXN7L3" "56970"
"1836" "SAP25" "100316904"
"1837" "SIDT1" "54847"
"1838" "PPCDC" "60490"
"1839" "GPBP1" "65056"
"1840" "SLC45A4" "57210"
"1841" "PDK3" "5165"
"1842" "RBPJ" "3516"
"1843" "MLKL" "197259"
"1844" "KCNIP2" "30819"
"1845" "ACADSB" "36"
"1846" "VKORC1" "79001"
"1847" "TRAPPC8" "22878"
"1848" "ZNF324" "25799"
"1849" "SPSB2" "84727"
"1850" "PRR13" "54458"
"1851" "CPNE5" "57699"
"1852" "TTF1" "7270"
"1853" "PLCG1" "5335"
"1854" "CD14" "929"
"1855" "MEA1" "4201"
"1856" "PEX16" "9409"
"1857" "ARRDC1" "92714"
"1858" "C14orf119" "55017"
"1859" "IQGAP1" "8826"
"1860" "CLOCK" "9575"
"1861" "FBRS" "64319"
"1862" "PRKN" "5071"
